Core-index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning
5671,JLPT1,度忘れ,どわすれ,"memory lapse, mental block",Verbal Noun,彼の名前を度忘れしたぞ。,かれ の なまえ を どわすれ した ぞ,His name has completely slipped from my memory.
5672,JLPT1,問屋,とんや,"wholesale store, wholesaler",Noun,この街には家具の問屋がたくさんあります。,この まち に は かぐ の とんや が たくさん あります,There are a lot of wholesale furniture stores in this town.
5673,JLPT0,長話,ながばなし,"long conversation, talk for a long time",Verbal Noun,母が電話で長話をしているんだ。,はは が でんわ で ながばなし を して いる ん だ,My mother is having a long talk on the telephone.
5674,JLPT0,何て,なんて,"what, how",Adverb,何てきれいな人なんだ。,なんて きれい な ひと なんだ,What a beautiful person she is!
5675,JLPT0,にやにや,にやにや,grin to oneself,Adverb,なぜか彼はにやにやしています。,なぜ か かれ は にやにや して います,He's grinning for some reason.
5676,JLPT0,乗り越す,のりこす,ride past,Verb,居眠りして降りる駅を乗り越した。,いねむり して おりる えき を のりこした,I dozed off and ending up going past my station.
5677,JLPT0,肌色,はだいろ,flesh color,Noun,彼女は肌色のシャツを着ています。,かのじょ は はだいろ の しゃつ を きて います,She's wearing a skin-colored shirt.
5678,JLPT1,罰,ばつ,"punishment, penalty",Noun,彼は悪いことをしたので罰を受けたんだ。,かれ は わるい こと を した ので ばつ を うけた ん だ,He did something bad so he was punished.
5679,JLPT0,鳩,はと,"pigeon, dove",Noun,公園の鳩にえさをやったの。,こうえん の はと に えさ を やった の,I fed the pigeons in the park.
5680,JLPT0,ばら,ばら,rose,Noun,お祝いにばらの花束を贈りました。,おいわい に ばら の はなたば を おくりました,I gave her a bouquet of roses to celebrate the occasion.
5681,JLPT0,パンティー,パンティー,panties,Noun,白いパンティーを買いました。,しろい ぱんてぃー を かいました,I bought some white panties.
5682,JLPT2,一言,ひとこと,single word,Noun,社長に一言お願いしたの。,しゃちょう に ひとこと おねがい した の,I asked the president to deliver a brief speech.
5683,JLPT0,相応しい,ふさわしい,"suitable, appropriate",Adjective,その場に相応しい服装で来てください。,その ば に ふさわしい ふくそう で きて ください,Please come in suitable clothes for the occasion.
5684,JLPT0,府庁,ふちょう,urban prefectural office,Noun,彼は府庁で働いています。,かれ は ふちょう で はたらいて います,He works for the prefectural office.
5685,JLPT0,府立,ふりつ,prefectural,Noun,彼女は府立大学に通っています。,かのじょ は ふりつ だいがく に かよって います,She goes to the prefectural university.
5686,JLPT2,古里,ふるさと,"hometown, birthplace",Noun,いつも古里を懐かしく思い出すの。,いつも ふるさと を なつかしく おもいだす の,I always remember my hometown fondly.
5687,JLPT2,ふわふわ,ふわふわ,soft,Adjective,ふわふわの布団に寝たよ。,ふわふわ の ふとん に ねた よ,I slept on a soft futon.
5688,JLPT2,毎度,まいど,"every time, always",Noun,毎度ありがとうございます。,まいど ありがとう ございます,Thank you for your patronage.
5689,JLPT0,真四角,ましかく,square,Adjectival Noun,彼の部屋には真四角な窓があったんだ。,かれ の へや に は ましかく な まど が あった ん だ,There was a square window in his room.
5690,JLPT2,回り道,まわりみち,"roundabout way, detour",Noun,今日は回り道して帰ろう。,きょう は まわりみち して かえろう,"Today, let's make a detour on the way home."
5691,JLPT4,まずい,まずい,"problematic, troublesome",Adjective,今日中に返答しなければまずい。,きょうじゅう に へんとう しなければ まずい,If I don't respond by the end of today there will be trouble.
5692,JLPT2,味方,みかた,"friend, ally",Noun,母はいつも私の味方です。,はは は いつも わたし の みかた です,My mother always looks out for me.
5693,JLPT2,飯,めし,"cooked rice, meal",Noun,今朝は飯を食べたかい。,けさ は めし を たべた かい,Did you have a meal this morning?
5694,JLPT2,面,めん,"surface, aspect",Noun,彼の意外な面を見た。,かれ の いがい な めん を みた,I saw an unexpected side of him.
5695,JLPT0,木造,もくぞう,wooden,Noun,隣に木造の家が建ったね。,となり に もくぞう の いえ が たった ね,A wooden house was built next door.
5696,JLPT2,餅,もち,rice cake,Noun,正月には餅を食べますよ。,しょうがつ に は もち を たべます よ,We eat rice cakes during the New Year.
5697,JLPT0,物覚え,ものおぼえ,memory,Noun,彼女は物覚えがいい。,かのじょ は ものおぼえ が いい,She learns things quickly.
5698,JLPT0,もむ,もむ,"rub, massage",Verb,肩をもんでください。,かた を もんで ください,Please massage my shoulders.
5699,JLPT1,漏る,もる,"leak, be leaky",Verb,天井から雨が漏るの。,てんじょう から あめ が もる の,Rain is leaking from the ceiling.
5700,JLPT4,門,もん,"gate, entrance",Noun,8時に学校の門が開きます。,8 じ に がっこう の もん が ひらきます,The gate of the school opens at eight o'clock.
5701,JLPT0,夜更かし,よふかし,sitting up late at night,Verbal Noun,最近の子供たちは夜更かしです。,さいきん の こども たち は よふかし です,These days children stay up till late.
5702,JLPT2,因る,よる,"be caused by, be due to",Verb,彼の病気は過労に因るものです。,かれ の びょうき は かろう に よる もの です,His sickness is caused by overwork.
5703,JLPT0,喜ばす,よろこばす,"please, gladden",Verb,私は人を喜ばすのが大好きです。,わたし は ひと を よろこばす の が だいすき です,I love to make other people happy.
5704,JLPT0,陸上,りくじょう,"land, shore",Noun,あの動物は陸上で生活しています。,あの どうぶつ は りくじょう で せいかつ して います,That animal lives on land.
5705,JLPT1,利子,りし,interest,Noun,借金に利子をつけて返したの。,しゃっきん に りし を つけて かえした の,He returned the debt with interest.
5706,JLPT0,両手,りょうて,both hands,Noun,彼は両手を握り締めたの。,かれ は りょうて を にぎりしめた の,He clenched his fists.
5707,JLPT2,和英,わえい,Japanese-English,Noun,私は和英辞書をよく使います。,わたし は わえい じしょ を よく つかいます,I often use a Japanese-English dictionary.
5708,JLPT0,割り引き,わりびき,"discount, reduction",Verbal Noun,今日は全品10%割り引きです。,きょう は ぜんぴん 10% わりびき です,Today all goods are 10% off.
5709,JLPT2,センター,センター,center,Noun,このセンターで工場全体を管理しています。,この せんたー で こうじょう ぜんたい を かんり して います,The entire factory is run from this center.
5710,JLPT0,栓抜き,せんぬき,"bottle opener, corkscrew",Noun,栓抜きはどこですか。,せんぬき は どこ です か,Where's the bottle opener?
5711,JLPT1,添う,そう,"accompany, go along with",Verb,あなたの期待に添えなくてすみません。,あなた の きたい に そえなくて すみません,I'm sorry I couldn't fulfill your expectation.
5712,JLPT2,象,ぞう,elephant,Noun,象に乗ってみたいです。,ぞう に のって みたい です,I want to ride on the elephant.
5713,JLPT2,属する,ぞくする,"belong to, be one of",Verb,私は市民オーケストラに属しています。,わたし は しみん おーけすとら に ぞくして います,I belong to the civic orchestra.
5714,JLPT0,その内,そのうち,"before long, sooner or later",Adverb,彼女もその内、親の気持ちが分かるだろう。,かのじょ も そのうち おや の きもち が わかる だろう,"Sooner or later, she'll come to understand her parents' feelings."
5715,JLPT1,染める,そめる,"dye, color",Verb,髪を赤に染めてみた。,かみ を あか に そめて みた,I tried dyeing my hair red.
5716,JLPT2,揃える,そろえる,"align, make uniform",Verb,花は長さを揃えて花瓶にさしましょう。,はな は ながさ を そろえて かびん に さしましょう,Cut the flowers the same length and stand them in the vase.
5717,JLPT1,ぞんざい,ぞんざい,"rough, rude",Adjective,そんなぞんざいな口のききかたはよくないよ。,そんな ぞんざい な くち の ききかた は よくない よ,That kind of sloppy way of talking is no good.
5718,JLPT2,大,だい,"bigness, large size",Noun,チーズケーキの大を一つ下さい。,ちーずけーき の だい を ひとつ ください,Please give me a slice of the large size cheesecake.
5719,JLPT0,大根,だいこん,"daikon radish, oriental radish",Noun,大根は白くて長い野菜です。,だいこん は しろくて ながい やさい です,"The daikon radish is a long, white vegetable."
5720,JLPT2,大臣,だいじん,minister,Noun,大臣が汚職で逮捕されました。,だいじん が おしょく で たいほ されました,The minister was arrested for corruption.
5721,JLPT2,立ち止まる,たちどまる,"stop, halt",Verb,人々は立ち止まって上を見上げたの。,ひとびと は たちどまって うえ を みあげた の,People stopped in their tracks and looked up.
5722,JLPT0,七夕,たなばた,"Tanabata Festival, Star Festival",Noun,日本では7月7日は七夕の日です。,にほん で は 7 がつ 7 か は たなばた の ひ です,July 7th is the day of the Tanabata Festival in Japan.
5723,JLPT2,谷,たに,"valley, ravine",Noun,その村は深い谷にあるの。,その むら は ふかい たに に ある の,The village is in a deep valley.
5724,JLPT2,他人,たにん,"another person, stranger",Noun,私は他人に住所を教えたくない。,わたし は たにん に じゅうしょ を おしえたく ない,I don't want to tell other people my address.
5725,JLPT2,種,たね,seed,Noun,プランターにトマトの種をまきました。,ぷらんたーに とまと の たね を まきました 。,I planted tomato seeds in the planter.
5726,JLPT2,束,たば,"bundle, counter for bundles",Noun,これは一束で300円です。,これ は ひとたば で 300 えん です,These are 300 yen a bunch.
5727,JLPT2,段,だん,"step, grade",Noun,この階段は18段ありますね。,この かいだん は 18 だん あります ね,There are 18 steps in this staircase.
5728,JLPT2,男子,だんし,"boy, young man",Noun,男子はこっちに並んで。,だんし は こっち に ならんで,Boys line up here.
5729,JLPT0,男女,だんじょ,"men and women, both sexes",Noun,そのスポーツは男女一緒にします。,その すぽーつ は だんじょ いっしょ に します,Men and women play that sport together.
5730,JLPT2,たんす,たんす,"chest of drawers, wardrobe",Noun,昨日、たんすを買いました。,きのう たんす を かいました,I bought a chest of drawers yesterday.
5731,JLPT1,蛋白質,たんぱくしつ,protein,Noun,蛋白質は大切な栄養です。,たんぱくしつ は たいせつ な えいよう です,Protein is an important nutrient.
5732,JLPT1,チェンジ,チェンジ,"change, exchange",Verbal Noun,坂道でギアーをチェンジしたよ。,さかみち で ぎあー を ちぇんじ した よ,I changed gear as the road sloped.
5733,JLPT2,地下,ちか,underground,Noun,スタジオは地下にあります。,すたじお は ちか に あります,The studio is in the basement.
5734,JLPT2,違い,ちがい,"difference, mistake",Noun,この二つには大きな違いがある。,この ふたつ に は おおき な ちがい が ある,There's a big difference between these two.
5735,JLPT2,近頃,ちかごろ,"recently, nowadays",Noun,近頃、彼女の様子がおかしい。,ちかごろ かのじょ の ようす が おかしい,She's been behaving strangely these days.
5736,JLPT1,地形,ちけい,"geographical features, topography",Noun,ここはなだらかな地形です。,ここ は なだらか な ちけい です,The landscape here features gentle slopes.
5737,JLPT2,知人,ちじん,"acquaintance, friend",Noun,彼は昔からの知人です。,かれ は むかし から の ちじん です,He's an old acquaintance.
5738,JLPT1,縮まる,ちぢまる,"be shortened, be contracted",Verb,兄との身長の差が縮まった。,あに と の しんちょう の さ が ちぢまった,The difference in height between me and my big brother has decreased.
5739,JLPT2,地方,ちほう,"district, region",Noun,この地方は漁業が盛んです。,この ちほう は ぎょぎょう が さかん です,The fishing industry is flourishing in this region.
5740,JLPT0,注意深い,ちゅういぶかい,"careful, discreet",Adjective,彼は注意深い人です。,かれ は ちゅういぶかい ひと です,He's a cautious person.
5741,JLPT0,蝶蝶,ちょうちょう,butterfly,Noun,見て、きれいな蝶蝶が飛んでいる。,みて 、 きれい な ちょうちょう が とん でいる 。,"Look, there's a beautiful butterfly flying."
5742,JLPT0,頂戴,ちょうだい,"getting, receiving",Verbal Noun,それ、ひとつ頂戴。,それ ひとつ ちょうだい,I'll have one of those.
5743,JLPT2,散らかす,ちらかす,"scatter, disarrange",Verb,部屋を散らかさないでください。,へや を ちらかさない で ください,Please don't mess up the room.
5744,JLPT0,追伸,ついしん,P.S.,Noun,追伸、お兄さんはお元気ですか。,ついしん おにいさん は おげんき です か,P.S. How is your older brother?
5745,JLPT0,通行止め,つうこうどめ,road closed,Noun,あの道路は通行止めだそうです。,あの どうろ は つうこうどめ だ そう です,I hear that that road is closed to traffic.
5746,JLPT2,通帳,つうちょう,"bankbook, passbook",Noun,銀行の通帳を持ってきてください。,ぎんこう の つうちょう を もって きて ください,Please bring your bank book.
5747,JLPT2,通路,つうろ,"passage, alley",Noun,通路の右側にトイレがありますよ。,つうろ の みぎがわ に といれ が あります よ,There's a restroom on the right side of the corridor.
5748,JLPT0,使い,つかい,errand,Noun,主人の使いで市役所に行くところです。,しゅじん の つかい で しやくしょ に いく ところ です,I'm about to go to city hall on an errand for my husband.
5749,JLPT0,つかまる,つかまる,"grip, grab",Verb,しっかりとつかまっていてください。,しっかりとつかまっていてください。,Now hold on tight.
5750,JLPT2,月日,つきひ,"time, days",Noun,月日が経つのは早いものです。,つきひ が たつ の は はやい もの です,Time passes by quickly.
5751,JLPT0,月夜,つきよ,moonlit night,Noun,散歩にいい月夜ですね。,さんぽ に いい つきよ です ね,It's a good moonlit night for a stroll.
5752,JLPT0,漬け物,つけもの,"pickle, pickled vegetable",Noun,祖母は漬け物を自分で作ります。,そぼ は つけもの を じぶん で つくります,My grandmother makes her own pickles.
5753,JLPT2,包み,つつみ,"package, parcel",Noun,この包みは誰のですか。,この つつみ は だれ の です か,Whose parcel is this?
5754,JLPT0,包み紙,つつみがみ,wrapping paper,Noun,包み紙はたたんでください。,つつみがみ は たたんで ください,Please fold the wrapping paper.
5755,JLPT2,綱,つな,"rope, line",Noun,この綱は直径20cmあるそうです。,この つな は ちょっけい 20 せんち ある そう です,I hear the diameter of the rope is 20cm.
5756,JLPT0,つながり,つながり,"connection, relation",Noun,この文のつながりはおかしいです。,この ぶん の つながり は おかしい です,The flow of this sentence is strange.
5757,JLPT0,つながる,つながる,"connect, join",Verb,電話がつながりません。,でんわ が つながりません,Phone calls aren't getting through.
5758,JLPT1,唾,つば,"saliva, spittle",Noun,彼は地面に唾を吐いたよ。,かれ は じめん に つば を はいた よ,He spat on the ground.
5759,JLPT0,つばめ,つばめ,swallow,Noun,つばめが飛んでいますね。,つばめ が とんで います ね,The swallows are flying.
5760,JLPT2,潰す,つぶす,"crush, smash",Verb,ペットボトルは潰して捨てましょう。,ぺっとぼとる は つぶして すてましょう,You should crush plastic bottles before throwing them away.
5761,JLPT0,つぶやく,つぶやく,"mutter, murmur",Verb,彼は一人で何かつぶやいていたの。,かれ は ひとり で なにか つぶやいて いた の,He was muttering something to himself.
5762,JLPT2,都,みやこ,"capital, city",Noun,ミラノはファッションの都です。,みらの は ふぁっしょん の みやこ です,Milan is the capital of fashion.
5763,JLPT1,つぶる,つぶる,close,Verb,目をつぶってください。,め を つぶって ください,Close your eyes.
5764,JLPT2,潰れる,つぶれる,crush,Verb,箱の角が潰れていますよ。,はこ の かど が つぶれて います よ,The corner of the box is squashed.
5765,JLPT0,つぼみ,つぼみ,bud,Noun,花のつぼみがたくさんついていますね。,はな の つぼみ が たくさん ついています ね 。,There are a lot of flower buds on it.
5766,JLPT2,つまずく,つまずく,"stumble, trip",Verb,石につまずきました。,いし に つまずきました 。,I stumbled on the stone.
5767,JLPT2,罪,つみ,"crime, sin",Noun,彼の罪は重いな。,かれ の つみ は おもい な,His crime is serious.
5768,JLPT0,爪切り,つめきり,nail clipper,Noun,爪切りを取ってください。,つめきり を とって ください,Please pass me the nail clipper.
5769,JLPT1,露,つゆ,"dew, dewdrop",Noun,花に露がついていました。,はな に つゆ が ついて いました,There was some dew on the flower.
5770,JLPT0,梅雨入り,つゆいり,start of the rainy season,Verbal Noun,梅雨入りは6月17日でした。,つゆいり は 6 がつ 17 にち でした,The rainy season started on June 17.
5771,JLPT2,強気,つよき,"tough, bullish",Adjectival Noun,彼女は強気な女性ですね。,かのじょ は つよき な じょせい です ね,She's a tough woman.
5772,JLPT0,ツル,ツル,"crane, stork",Noun,湖にツルがいますよ。,みずうみ に つる が います よ,There's a crane on the lake.
5773,JLPT2,出会う,であう,meet,Verb,アメリカで彼女と出会いました。,あめりか で かのじょ と であいました。,I met her in the United States.
5774,JLPT0,手足,てあし,"hands and feet, limbs",Noun,あの人は手足が長い。,あの ひと は てあし が ながい,That person has long arms and legs.
5775,JLPT0,低,てい,low,Noun,彼は低賃金で働いているんだ。,かれ は ていちんぎん で はたらいて いる ん だ,He's working for a low wage.
5776,JLPT2,停止,ていし,"stop, suspension",Verbal Noun,突然、機械が停止してしまったの。,とつぜん きかい が ていし して しまった の,The machine stopped suddenly.
5777,JLPT0,でこぼこ,でこぼこ,"unevenness, bumpiness",Verbal Noun,この道はでこぼこしていますね。,この みち は でこぼこ して います ね,This road is bumpy.
5778,JLPT2,鉄,てつ,iron,Noun,この鍋は鉄でできています。,この なべ は てつ で できて います,This pot is made of iron.
5779,JLPT0,てのひら,てのひら,palm,Noun,てのひらに汗をかきました。,てのひら に あせ を かきました,My palms are sweating.
5780,JLPT3,点,てん,"point, issue",Noun,その点は心配ありません。,その てん は しんぱい ありません,There's nothing to worry about regarding that.
5781,JLPT1,天,てん,"sky, Heaven",Noun,天から恵みの雨が降ったね。,てん から めぐみ の あめ が ふった ね,A welcome rain fell from the skies.
5782,JLPT2,天皇,てんのう,emperor,Noun,日本には天皇がいます。,にっぽん に は てんのう が います,Japan has an emperor.
5783,JLPT2,塔,とう,"tower, pagoda",Noun,あの塔の高さはどれくらいですか。,あの とう の たかさ は どれ くらい です か,How tall is that tower?
5784,JLPT2,銅,どう,copper,Noun,10円玉は銅でできています。,10 えんだま は どう で できて います,The ten yen coin is made of copper.
5785,JLPT2,通り掛かる,とおりかかる,happen to pass by,Verb,その店を通り掛かったらバーゲンをやっていた。,その みせ を とおりかかったら ばーげん を やっていた 。,When I happened to pass the shop they were having a sale.
5786,JLPT0,とがる,とがる,be sharp,Verb,この鉛筆はとがっていますね。,この えんぴつ は とがって います ね,This pencil is sharp.
5787,JLPT0,得,とく,"gain, advantage",Adjectival Noun,この車を今買うとお得ですよ。,この くるま を いま かう と お とく です よ,There's a special offer on this car if you buy it now.
5788,JLPT2,図書,としょ,books,Noun,これは児童図書です。,これ は じどうとしょ です,This is a children's book.
5789,JLPT0,飛び下りる,とびおりる,"jump off, jump down",Verb,猫が屋根から飛び下りました。,ねこ が やね から とびおりました,A cat jumped down from the roof.
5790,JLPT2,飛び込む,とびこむ,dive into,Verb,カエルが池に飛び込んだね。,かえる が いけ に とびこんだ ね,The frog jumped into the pond.
5791,JLPT1,徒歩,とほ,"walking, going on foot",Noun,家から駅まで徒歩3分です。,いえ から えき まで とほ 3 ぷん です,It's 3 minutes on foot from home to the station.
5792,JLPT2,取り出す,とりだす,"take out, pull out",Verb,彼はポケットから財布を取り出したの。,かれ は ぽけっと から さいふ を とりだした の,He took his wallet out of his pocket.
5793,JLPT0,とんかつ,とんかつ,pork cutlet,Noun,昼食にとんかつを食べました。,ちゅうしょく に とん かつ を たべました 。,I ate a pork cutlet for lunch.
5794,JLPT2,どんなに,どんなに,how much,Adverb,彼女はどんなに嬉しかったろう。,かのじょ は どんなに うれしかったろう,How happy she must have been.
5795,JLPT2,丼,どんぶり,bowl,Noun,彼はご飯を丼で食べたよ。,かれ は ごはん を どんぶり で たべた よ,He ate rice in a big bowl.
5796,JLPT2,仲間,なかま,"comrade, peer",Noun,彼には仲間がたくさんいる。,かれ に は なかま が たくさん いる,He has a lot of peers.
5797,JLPT2,中指,なかゆび,middle finger,Noun,中指をドアに挟んでしまった。,なかゆび を どあ に はさんで しまった,I caught my middle finger in the door.
5798,JLPT0,泣き顔,なきがお,tear-stained face,Noun,彼女は泣き顔になったの。,かのじょ は なきがお に なった の,She looked like she was about to cry.
5799,JLPT1,仲人,なこうど,"go-between, matchmaker",Noun,あの夫婦は私たちの仲人です。,あの ふうふ は わたしたち の なこうど です,That couple is our go-between.
5800,JLPT2,撫でる,なでる,"stroke, pat",Verb,猫の頭を撫でてあげた。,ねこ の あたま を なでて あげた,I patted the cat's head.
5801,JLPT0,何しろ,なにしろ,"anyhow, as you know",Adverb,彼は何しろよくしゃべります。,かれ は なにしろ よく しゃべります,"Anyway, he talks a lot."
5802,JLPT2,生,なま,"raw, fresh",Adjectival Noun,彼は生の魚が食べられません。,かれ は なま の さかな が たべられません,He can't eat raw fish.
5803,JLPT2,波,なみ,"wave, fluctuations",Noun,今日の海は波が穏やかです。,きょう の うみ は なみ が おだやか です,Waves are calm on the sea today.
5804,JLPT0,なめる,なめる,"lick, lap",Verb,犬に顔をなめられました。,いぬ に かお を なめられました,The dog licked my face.
5805,JLPT0,何遍,なんべん,how many times,Noun,この映画は何遍も見ました。,この えいが は なんべん も みました,I've seen this movie several times.
5806,JLPT2,匂う,におう,smell (pleasant),Verb,バラの花が甘く匂っているね。,ばら の はな が あまく におって いる ね,Rose flowers smell sweet.
5807,JLPT0,臭う,におう,stink (unpleasant),Verb,流しが臭うのできれいにしたよ。,ながし が におう の で きれい に した よ,I cleaned the sink because it smelled.
5808,JLPT1,賑わう,にぎわう,"bustle, enliven",Verb,ここは正月はたくさんの人で賑わいます。,ここ は しょうがつ は たくさん の ひと で にぎわいます,It's lively here with a lot of people at New Years.
5809,JLPT0,偽物,にせもの,"sham, imitation",Noun,彼らが売っていたのは偽物だ。,かれら が うって いた の は にせもの だ,What they were selling was a fake.
5810,JLPT0,にらむ,にらむ,"glare, stare",Verb,彼女は私をにらんだの。,かのじょ は わたし を にらんだ の,She glared at me.
5811,JLPT0,人数,にんずう,number of people,Noun,参加者の人数を教えてください。,さんかしゃ の にんずう を おしえて ください,Please tell me the number of participants.
5812,JLPT2,布,ぬの,cloth,Noun,この布はカーテンに使えます。,この ぬの は かーてん に つかえます,This cloth can be used for curtains.
5813,JLPT2,濡らす,ぬらす,"wet, moisten",Verb,携帯電話を水で濡らしてしまったんだ。,けいたい でんわ を みず で ぬらして しまった ん だ,I got my cell phone wet.
5814,JLPT0,寝転ぶ,ねころぶ,lie down,Verb,土手に寝転んで空をながめました。,どて に ねころんで そら を ながめました,I lay down on the bank and looked at the sky.
5815,JLPT0,ねずみ,ねずみ,"rat, mouse",Noun,台所にねずみが出た。,だいどころ に ねずみ が でた,A mouse came out in the kitchen.
5816,JLPT1,眠たい,ねむたい,sleepy,Adjective,まだ8時なのに、もう眠たいです。,まだ 8 じ な の に もう ねむたい です,I'm already sleepy even though it is only eight o'clock.
5817,JLPT0,眠り,ねむり,"sleep, slumber",Noun,彼女はいつもより早く眠りに着いたよ。,かのじょ は いつも より はやく ねむり に ついた よ,She fell asleep quicker than usual.
5818,JLPT2,狙う,ねらう,"aim, be after",Verb,来年は優勝を狙います。,らいねん は ゆうしょう を ねらいます,We will aim for a victory next year.
5819,JLPT2,年中,ねんじゅう,all year,Adverb,叔母は年中旅行しています。,おば は ねんじゅう りょこう して います,My aunt travels all year round.
5820,JLPT1,脳,のう,brain,Noun,そのクイズ番組は脳を刺激するね。,その くいずばんぐみ は のう を しげき する ね,The quiz show stimulates the brain.
5821,JLPT2,能,のう,"ability, capability",Noun,彼は勉強するしか能のない人間だね。,かれ は べんきょう する しか のう の ない にんげん だ ね,He's the kind of person who only knows how to study.
5822,JLPT0,のぞく,のぞく,"look, peep",Verb,ドアの隙間から中をのぞいたんだ。,どあ の すきま から なか を のぞいた ん だ,I peeped inside through the crack in the door.
5823,JLPT2,喉,のど,the throat,Noun,風邪をひいて喉が痛いです。,かぜ を ひいて のど が いたい です,I caught a cold and have a sore throat.
5824,JLPT0,のんき,のんき,"carefree, easy-going",Adjectival Noun,彼はずいぶんのんきなやつだ。,かれ は ずいぶん のんき な やつ だ,He's a fairly easygoing guy.
5825,JLPT0,婆さん,ばあさん,"grandmother, old lady",Noun,彼女は元気なお婆さんね。,かのじょ は げんき な おばあさん ね,She's a sprightly old lady.
5826,JLPT0,ばい菌,ばいきん,"bacterium, germ",Noun,傷口にばい菌が入った。,きずぐち に ばいきん が はいった,Some bacteria got into the wound.
5827,JLPT0,はえ,はえ,fly,Noun,はえがうるさく飛んでいるね。,はえ が うるさく とん でいる ね 。,An annoying fly is flying about.
5828,JLPT1,ばかばかしい,ばかばかしい,"stupid, absurd",Adjective,ばかばかしい映画だが面白かった。,ばかばかしい えいが だ が おもしろかった,It was an absurd but interesting movie.
5829,JLPT0,はかり,はかり,scales,Noun,ケーキを作る時ははかりを使います。,けーき を つくる とき は はかり を つかいます 。,I use a kitchen scale when I bake a cake.
5830,JLPT2,吐く,はく,"holler, spew",Verb,彼は乱暴な言葉を吐いたぞ。,かれ は らんぼう な ことば を はいた ぞ,He hollered some rough words.
5831,JLPT0,白紙,はくし,"blank sheet, clean slate",Noun,テストを白紙で出したの。,てすと を はくし で だした の,I handed in my test answer sheet completely blank.
5832,JLPT2,挟む,はさむ,trap,Verb,ドアに指を挟んだ。,どあ に ゆび を はさんだ,I trapped my finger in the door.
5833,JLPT0,はしご,はしご,ladder,Noun,はしごを使って屋根に上りました。,はしご を つかって やね に のぼりました,I went up to the roof on a ladder.
5834,JLPT0,はだし,はだし,"barefoot, bare feet",Noun,砂浜をはだしでかけ回ったんだ。,すなはま を はだし で かけまわった ん だ,He ran around on the beach barefoot.
5835,JLPT0,バツ,バツ,"cross, x-mark",Noun,バツが三つあるので85点です。,ばつ が みっつ ある の で 85 てん です,Because there are three mistakes you get 85 points.
5836,JLPT0,葉っぱ,はっぱ,leaf,Noun,もみじの葉っぱが赤くなりましたね。,もみじ の はっぱ が あかく なりました ね,The maple leaves turned red.
5837,JLPT0,初詣で,はつもうで,first shrine visit of the new year,Verbal Noun,近くの神社に初詣でに行きました。,ちかく の じんじゃ に はつもうで に いきました,We paid a new year's visit to the nearby Shinto shrine.
5838,JLPT0,花束,はなたば,bunch of flowers,Noun,卒業式に花束をもらいました。,そつぎょうしき に はなたば を もらいました,I got a bouquet of flowers at my graduation ceremony.
5839,JLPT0,はねる,はねる,"run over, hit",Verb,彼は車にはねられたけど無事だったの。,かれ は くるま に はねられた けど ぶじ だった の,He was hit by a car but he was fine.
5840,JLPT2,幅,はば,"width, breadth",Noun,この道は幅が狭いので気をつけて運転してください。,この みち は はば が せまい の で き を つけて うんてん して ください,This road is narrow so please drive carefully.
5841,JLPT0,流行,はやり,"fashion, trend",Noun,この服は今の流行です。,この ふく は いま の はやり です,These clothes are the latest fashion.
5842,JLPT2,原,はら,"plain, field",Noun,クローバーの原でピクニックをしたよ。,くろーばー の はら で ぴくにっく を した よ,We had a picnic in a clover field.
5843,JLPT0,腹一杯,はらいっぱい,full stomach,Adverb,夕食を腹一杯食べた。,ゆうしょく を はらいっぱい たべた,I ate heartily at supper.
5844,JLPT0,ばら色,ばらいろ,rose color,Noun,彼女の人生はばら色だったの。,かのじょ の じんせい は ばらいろ だった の 。,Her life was rosy.
5845,JLPT0,はれる,はれる,"swell, swell up",Verb,今朝は目がはれています。,けさ は め が はれて います,My eyes are swollen this morning.
5846,JLPT2,番,ばん,"one's turn, watch",Noun,今日は私が皿を洗う番ですね。,きょう は わたし が さら を あらう ばん です ね,It's my turn to do dishes today.
5847,JLPT2,判子,はんこ,"seal, stamp",Noun,ここに判子を押してください。,ここ に はんこ を おして ください,Please put your personal seal here.
5848,JLPT0,控え室,ひかえしつ,waiting room,Noun,ここはお客様用の控え室です。,ここ は おきゃくさま よう の ひかえしつ です 。,This is a waiting room for guests.
5849,JLPT2,光,ひかり,"light, flash",Noun,一筋の光が窓から差し込んだの。,ひとすじ の ひかり が まど から さしこんだ の,A beam of light shone through the window.
5850,JLPT2,引き止める,ひきとめる,"detain, keep",Verb,帰ろうとする友達を引き止めたんだ。,かえろう と する ともだち を ひきとめた ん だ,I stalled my friend who was about to go home.
5851,JLPT2,卑怯,ひきょう,"cowardice, meanness",Adjectival Noun,彼らは卑怯な方法で勝利したの。,かれら は ひきょう な ほうほう で しょうり した の,They won by playing dirty.
5852,JLPT0,ひく,ひく,run over,Verb,車にひかれないよう気をつけなさい。,くるま に ひかれない よう き を つけなさい 。,Make sure you don't get run over by a car.
5853,JLPT2,飛行,ひこう,"flight, aviation",Verbal Noun,このフライトの飛行時間は約3時間です。,この ふらいと の ひこう じかん は やく 3 じかん です,The flight time is about three hours.
5854,JLPT1,密か,ひそか,"secret, private",Adjective,彼女の誕生日パーティーを密かに計画しています。,かのじょ の たんじょうび ぱーてぃー を ひそか に けいかく して います,We're secretly planning a birthday party for her.
